日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2016-02-26,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,4012362.07,21.6%
2016-02-26,股票,高盟新材(300200.XSHE),多,57500股,57500股,12.32,708400,-292100,17.4,-,0,17250,0股,-29.2%,4012362.07,17.66%
2016-02-26,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,4012362.07,20.66%
2016-02-26,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.47,757020,-46860,12.18,-,0,-1320,0股,-5.83%,4012362.07,18.87%
2016-02-26,股票,京能置业(600791.XSHG),多,132400股,132400股,6.45,853980,43692,6.12,-,0,9268,0股,5.39%,4012362.07,21.28%
2016-02-26,,Cash,,,,,-2609.93,,,,,,,,0
2016-02-29,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,3841987.07,22.56%
2016-02-29,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.15,641125,-359375,17.4,-,0,-67275,0股,-35.92%,3841987.07,16.69%
2016-02-29,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,3841987.07,21.57%
2016-02-29,股票,弘业股份(600128.XSHG),多,66000股,66000股,10.61,700260,-103620,12.18,-,0,-56760,0股,-12.89%,3841987.07,18.23%
2016-02-29,股票,京能置业(600791.XSHG),多,132400股,132400股,6.1,807640,-2648,6.12,-,0,-46340,0股,-0.33%,3841987.07,21.02%
2016-02-29,,Cash,,,,,-2609.93,,,,,,,,0
2016-03-01,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,3909472.07,22.17%
2016-03-01,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.3,649750,-350750,17.4,-,0,8625,0股,-35.06%,3909472.07,16.62%
2016-03-01,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,3909472.07,21.2%
2016-03-01,股票,弘业股份(600128.XSHG),多,66000股,66000股,10.9,719400,-84480,12.18,-,0,19140,0股,-10.51%,3909472.07,18.4%
2016-03-01,股票,京能置业(600791.XSHG),多,132400股,132400股,6.4,847360,37072,6.12,-,0,39720,0股,4.58%,3909472.07,21.67%
2016-03-01,,Cash,,,,,-2609.93,,,,,,,,0
2016-03-02,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,4068158.07,21.31%
2016-03-02,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.84,680800,-319700,17.4,-,0,31050,0股,-31.95%,4068158.07,16.73%
2016-03-02,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,4068158.07,20.37%
2016-03-02,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.55,762300,-41580,12.18,-,0,42900,0股,-5.17%,4068158.07,18.74%
2016-03-02,股票,京能置业(600791.XSHG),多,132400股,132400股,7.04,932096,121808,6.12,-,0,84736,0股,15.03%,4068158.07,22.91%
2016-03-02,,Cash,,,,,-2609.93,,,,,,,,0
2016-03-03,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,4079645.07,21.25%
2016-03-03,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.73,674475,-326025,17.4,-,0,-6325,0股,-32.59%,4079645.07,16.53%
2016-03-03,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,4079645.07,20.31%
2016-03-03,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.86,782760,-21120,12.18,-,0,20460,0股,-2.63%,4079645.07,19.19%
2016-03-03,股票,京能置业(600791.XSHG),多,132400股,132400股,7.02,929448,119160,6.12,-,0,-2648,0股,14.71%,4079645.07,22.78%
2016-03-03,,Cash,,,,,-2609.93,,,,,,,,0
2016-03-04,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,3981316.07,21.77%
2016-03-04,股票,高盟新材(300200.XSHE),多,57500股,57500股,10.94,629050,-371450,17.4,-,0,-45425,0股,-37.13%,3981316.07,15.8%
2016-03-04,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,3981316.07,20.82%
2016-03-04,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.58,764280,-39600,12.18,-,0,-18480,0股,-4.93%,3981316.07,19.2%
2016-03-04,股票,京能置业(600791.XSHG),多,132400股,132400股,6.76,895024,84736,6.12,-,0,-34424,0股,10.46%,3981316.07,22.48%
2016-03-04,,Cash,,,,,-2609.93,,,,,,,,0
2016-03-07,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,4047957.99,21.41%
2016-03-07,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.36,653200,-347300,17.4,-,0,24150,0股,-34.71%,4047957.99,16.14%
2016-03-07,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,4047957.99,20.47%
2016-03-07,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.94,788040,-15840,12.18,-,0,23760,0股,-1.97%,4047957.99,19.47%
2016-03-07,股票,兰州民百(600738.XSHG),多,116800股,0股,7.83,914544,17520,7.68,-,0,17520,116800股,1.95%,4047957.99,22.59%
2016-03-07,,Cash,,,,,-3398.01,,,,,,,,0
2016-03-08,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,4097838.99,21.15%
2016-03-08,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.59,666425,-334075,17.4,-,0,13225,0股,-33.39%,4097838.99,16.26%
2016-03-08,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,4097838.99,20.22%
2016-03-08,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.46,822360,18480,12.18,-,0,34320,0股,2.3%,4097838.99,20.07%
2016-03-08,股票,兰州民百(600738.XSHG),多,116800股,116800股,7.85,916880,19856,7.68,-,0,2336,0股,2.21%,4097838.99,22.37%
2016-03-08,,Cash,,,,,-3398.01,,,,,,,,0
2016-03-09,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,4020485.99,21.56%
2016-03-09,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.36,653200,-347300,17.4,-,0,-13225,0股,-34.71%,4020485.99,16.25%
2016-03-09,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,4020485.99,20.61%
2016-03-09,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.86,782760,-21120,12.18,-,0,-39600,0股,-2.63%,4020485.99,19.47%
2016-03-09,股票,兰州民百(600738.XSHG),多,116800股,116800股,7.64,892352,-4672,7.68,-,0,-24528,0股,-0.52%,4020485.99,22.2%
2016-03-09,,Cash,,,,,-3398.01,,,,,,,,0
2016-03-10,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.59,866804,-133996,18,-,0,0,0股,-13.39%,3980517.99,21.78%
2016-03-10,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.2,644000,-356500,17.4,-,0,-9200,0股,-35.63%,3980517.99,16.18%
2016-03-10,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,3980517.99,20.82%
2016-03-10,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.5,759000,-44880,12.18,-,0,-23760,0股,-5.58%,3980517.99,19.07%
2016-03-10,股票,兰州民百(600738.XSHG),多,116800股,116800股,7.58,885344,-11680,7.68,-,0,-7008,0股,-1.3%,3980517.99,22.24%
2016-03-10,,Cash,,,,,-3398.01,,,,,,,,0
2016-03-11,股票,大连电瓷(002606.XSHE),多,55600股,55600股,14.03,780068,-220732,18,-,0,-86736,0股,-22.06%,3932092.99,19.84%
2016-03-11,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.49,660675,-339825,17.4,-,0,16675,0股,-33.97%,3932092.99,16.8%
2016-03-11,股票,金花股份(600080.XSHG),多,77600股,77600股,10.68,828768,-3104,10.72,-,0,0,0股,-0.37%,3932092.99,21.08%
2016-03-11,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.35,749100,-54780,12.18,-,0,-9900,0股,-6.81%,3932092.99,19.05%
2016-03-11,股票,兰州民百(600738.XSHG),多,116800股,116800股,7.85,916880,19856,7.68,-,0,31536,0股,2.21%,3932092.99,23.32%
2016-03-11,,Cash,,,,,-3398.01,,,,,,,,0
2016-03-14,股票,大连电瓷(002606.XSHE),多,55600股,55600股,14.71,817876,-182924,18,-,0,37808,0股,-18.28%,3987127.84,20.51%
2016-03-14,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.88,683100,-317400,17.4,-,0,22425,0股,-31.72%,3987127.84,17.13%
2016-03-14,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.74,774840,-29040,12.18,-,0,25740,0股,-3.61%,3987127.84,19.43%
2016-03-14,股票,京能置业(600791.XSHG),多,131600股,0股,6.47,851452,5264,6.43,-,0,5264,131600股,0.62%,3987127.84,21.36%
2016-03-14,股票,海源机械(002529.XSHE),多,57400股,0股,15.01,861574,21238,14.64,-,0,21238,57400股,2.53%,3987127.84,21.61%
2016-03-14,,Cash,,,,,-1714.16,,,,,,,,0
2016-03-15,股票,大连电瓷(002606.XSHE),多,55600股,55600股,14.14,786184,-214616,18,-,0,-31692,0股,-21.44%,3986171.84,19.72%
2016-03-15,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.78,677350,-323150,17.4,-,0,-5750,0股,-32.3%,3986171.84,16.99%
2016-03-15,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.75,775500,-28380,12.18,-,0,660,0股,-3.53%,3986171.84,19.45%
2016-03-15,股票,京能置业(600791.XSHG),多,131600股,131600股,6.45,848820,2632,6.43,-,0,-2632,0股,0.31%,3986171.84,21.29%
2016-03-15,股票,海源机械(002529.XSHE),多,57400股,57400股,15.68,900032,59696,14.64,-,0,38458,0股,7.1%,3986171.84,22.58%
2016-03-15,,Cash,,,,,-1714.16,,,,,,,,0
2016-03-16,股票,大连电瓷(002606.XSHE),多,55600股,55600股,14.88,827328,-173472,18,-,0,41144,0股,-17.33%,3983889.84,20.77%
2016-03-16,股票,高盟新材(300200.XSHE),多,57500股,57500股,11.74,675050,-325450,17.4,-,0,-2300,0股,-32.53%,3983889.84,16.94%
2016-03-16,股票,弘业股份(600128.XSHG),多,66000股,66000股,11.71,772860,-31020,12.18,-,0,-2640,0股,-3.86%,3983889.84,19.4%
2016-03-16,股票,京能置业(600791.XSHG),多,131600股,131600股,6.38,839608,-6580,6.43,-,0,-9212,0股,-0.78%,3983889.84,21.08%
2016-03-16,股票,海源机械(002529.XSHE),多,57400股,57400股,15.17,870758,30422,14.64,-,0,-29274,0股,3.62%,3983889.84,21.86%
2016-03-16,,Cash,,,,,-1714.16,,,,,,,,0
2016-03-17,股票,大连电瓷(002606.XSHE),多,55600股,55600股,15.71,873476,-127324,18,-,0,46148,0股,-12.72%,4170932.84,20.94%
2016-03-17,股票,高盟新材(300200.XSHE),多,57500股,57500股,12.33,708975,-291525,17.4,-,0,33925,0股,-29.14%,4170932.84,17%
2016-03-17,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.18,803880,0,12.18,-,0,31020,0股,0%,4170932.84,19.27%
2016-03-17,股票,京能置业(600791.XSHG),多,131600股,131600股,6.63,872508,26320,6.43,-,0,32900,0股,3.11%,4170932.84,20.92%
2016-03-17,股票,海源机械(002529.XSHE),多,57400股,57400股,15.92,913808,73472,14.64,-,0,43050,0股,8.74%,4170932.84,21.91%
2016-03-17,,Cash,,,,,-1714.16,,,,,,,,0
2016-03-18,股票,大连电瓷(002606.XSHE),多,55600股,55600股,16.13,896828,-103972,18,-,0,23352,0股,-10.39%,4317800.84,20.77%
2016-03-18,股票,高盟新材(300200.XSHE),多,57500股,57500股,12.75,733125,-267375,17.4,-,0,24150,0股,-26.72%,4317800.84,16.98%
2016-03-18,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.5,825000,21120,12.18,-,0,21120,0股,2.63%,4317800.84,19.11%
2016-03-18,股票,京能置业(600791.XSHG),多,131600股,131600股,6.88,905408,59220,6.43,-,0,32900,0股,7%,4317800.84,20.97%
2016-03-18,股票,海源机械(002529.XSHE),多,57400股,57400股,16.71,959154,118818,14.64,-,0,45346,0股,14.14%,4317800.84,22.21%
2016-03-18,,Cash,,,,,-1714.16,,,,,,,,0
2016-03-21,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.59,781425,-219075,17.4,-,0,48300,0股,-21.9%,4525380.42,17.27%
2016-03-21,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.89,850740,46860,12.18,-,0,25740,0股,5.83%,4525380.42,18.8%
2016-03-21,股票,京能置业(600791.XSHG),多,131600股,131600股,7,921200,75012,6.43,-,0,15792,0股,8.86%,4525380.42,20.36%
2016-03-21,股票,兰州民百(600738.XSHG),多,111100股,0股,8.53,947683,7777,8.46,-,0,7777,111100股,0.83%,4525380.42,20.94%
2016-03-21,股票,金花股份(600080.XSHG),多,90900股,0股,11.29,1026261,88173,10.32,-,0,88173,90900股,9.4%,4525380.42,22.68%
2016-03-21,,Cash,,,,,-1928.58,,,,,,,,0
2016-03-22,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.27,763025,-237475,17.4,-,0,-18400,0股,-23.74%,4537067.42,16.82%
2016-03-22,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.8,844800,40920,12.18,-,0,-5940,0股,5.09%,4537067.42,18.62%
2016-03-22,股票,京能置业(600791.XSHG),多,131600股,131600股,6.9,908040,61852,6.43,-,0,-13160,0股,7.31%,4537067.42,20.01%
2016-03-22,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,-4444,0股,0.35%,4537067.42,20.79%
2016-03-22,股票,金花股份(600080.XSHG),多,90900股,90900股,11.88,1079892,141804,10.32,-,0,53631,0股,15.12%,4537067.42,23.8%
2016-03-22,,Cash,,,,,-1928.58,,,,,,,,0
2016-03-23,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.45,773375,-227125,17.4,-,0,10350,0股,-22.7%,4526573.42,17.09%
2016-03-23,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.81,845460,41580,12.18,-,0,660,0股,5.17%,4526573.42,18.68%
2016-03-23,股票,京能置业(600791.XSHG),多,131600股,131600股,6.93,911988,65800,6.43,-,0,3948,0股,7.78%,4526573.42,20.15%
2016-03-23,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4526573.42,20.84%
2016-03-23,股票,金花股份(600080.XSHG),多,90900股,90900股,11.6,1054440,116352,10.32,-,0,-25452,0股,12.4%,4526573.42,23.29%
2016-03-23,,Cash,,,,,-1928.58,,,,,,,,0
2016-03-24,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.02,748650,-251850,17.4,-,0,-24725,0股,-25.17%,4442685.42,16.85%
2016-03-24,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.52,826320,22440,12.18,-,0,-19140,0股,2.79%,4442685.42,18.6%
2016-03-24,股票,京能置业(600791.XSHG),多,131600股,131600股,6.84,900144,53956,6.43,-,0,-11844,0股,6.38%,4442685.42,20.26%
2016-03-24,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4442685.42,21.23%
2016-03-24,股票,金花股份(600080.XSHG),多,90900股,90900股,11.29,1026261,88173,10.32,-,0,-28179,0股,9.4%,4442685.42,23.1%
2016-03-24,,Cash,,,,,-1928.58,,,,,,,,0
2016-03-25,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.4,770500,-230000,17.4,-,0,21850,0股,-22.99%,4519832.42,17.05%
2016-03-25,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.78,843480,39600,12.18,-,0,17160,0股,4.93%,4519832.42,18.66%
2016-03-25,股票,京能置业(600791.XSHG),多,131600股,131600股,7.04,926464,80276,6.43,-,0,26320,0股,9.49%,4519832.42,20.5%
2016-03-25,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4519832.42,20.87%
2016-03-25,股票,金花股份(600080.XSHG),多,90900股,90900股,11.42,1038078,99990,10.32,-,0,11817,0股,10.66%,4519832.42,22.97%
2016-03-25,,Cash,,,,,-1928.58,,,,,,,,0
2016-03-28,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.22,760150,-240350,17.4,-,0,-10350,0股,-24.02%,4476981.4,16.98%
2016-03-28,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.69,837540,33660,12.18,-,0,-5940,0股,4.19%,4476981.4,18.71%
2016-03-28,股票,京能置业(600791.XSHG),多,131600股,131600股,6.9,908040,61852,6.43,-,0,-18424,0股,7.31%,4476981.4,20.28%
2016-03-28,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4476981.4,21.07%
2016-03-28,股票,青龙管业(002457.XSHE),多,103100股,0股,10,1031000,-1031,10.01,-,0,-1031,103100股,-0.1%,4476981.4,23.03%
2016-03-28,,Cash,,,,,-2987.6,,,,,,,,0
2016-03-29,股票,高盟新材(300200.XSHE),多,57500股,57500股,12.69,729675,-270825,17.4,-,0,-30475,0股,-27.07%,4360052.4,16.74%
2016-03-29,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.31,812460,8580,12.18,-,0,-25080,0股,1.07%,4360052.4,18.63%
2016-03-29,股票,京能置业(600791.XSHG),多,131600股,131600股,6.7,881720,35532,6.43,-,0,-26320,0股,4.2%,4360052.4,20.22%
2016-03-29,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4360052.4,21.63%
2016-03-29,股票,青龙管业(002457.XSHE),多,103100股,103100股,9.66,995946,-36085,10.01,-,0,-35054,0股,-3.5%,4360052.4,22.84%
2016-03-29,,Cash,,,,,-2987.6,,,,,,,,0
2016-03-30,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.5,776250,-224250,17.4,-,0,46575,0股,-22.41%,4521284.4,17.17%
2016-03-30,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.78,843480,39600,12.18,-,0,31020,0股,4.93%,4521284.4,18.66%
2016-03-30,股票,京能置业(600791.XSHG),多,131600股,131600股,7.03,925148,78960,6.43,-,0,43428,0股,9.33%,4521284.4,20.46%
2016-03-30,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4521284.4,20.86%
2016-03-30,股票,青龙管业(002457.XSHE),多,103100股,103100股,10.05,1036155,4124,10.01,-,0,40209,0股,0.4%,4521284.4,22.92%
2016-03-30,,Cash,,,,,-2987.6,,,,,,,,0
2016-03-31,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.64,784300,-216200,17.4,-,0,8050,0股,-21.61%,4553075.4,17.23%
2016-03-31,股票,弘业股份(600128.XSHG),多,66000股,66000股,13.15,867900,64020,12.18,-,0,24420,0股,7.96%,4553075.4,19.06%
2016-03-31,股票,京能置业(600791.XSHG),多,131600股,131600股,6.97,917252,71064,6.43,-,0,-7896,0股,8.4%,4553075.4,20.15%
2016-03-31,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4553075.4,20.72%
2016-03-31,股票,青龙管业(002457.XSHE),多,103100股,103100股,10.12,1043372,11341,10.01,-,0,7217,0股,1.1%,4553075.4,22.92%
2016-03-31,,Cash,,,,,-2987.6,,,,,,,,0
2016-04-01,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.79,792925,-207575,17.4,-,0,8625,0股,-20.75%,4622372.4,17.15%
2016-04-01,股票,弘业股份(600128.XSHG),多,66000股,66000股,13.14,867240,63360,12.18,-,0,-660,0股,7.88%,4622372.4,18.76%
2016-04-01,股票,京能置业(600791.XSHG),多,131600股,131600股,7.06,929096,82908,6.43,-,0,11844,0股,9.8%,4622372.4,20.1%
2016-04-01,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4622372.4,20.41%
2016-04-01,股票,青龙管业(002457.XSHE),多,103100股,103100股,10.6,1092860,60829,10.01,-,0,49488,0股,5.89%,4622372.4,23.64%
2016-04-01,,Cash,,,,,-2987.6,,,,,,,,0
2016-04-05,股票,高盟新材(300200.XSHE),多,57500股,57500股,14.29,821675,-178825,17.4,-,0,28750,0股,-17.87%,4723350.87,17.4%
2016-04-05,股票,弘业股份(600128.XSHG),多,66000股,66000股,13.53,892980,89100,12.18,-,0,25740,0股,11.08%,4723350.87,18.91%
2016-04-05,股票,京能置业(600791.XSHG),多,131600股,131600股,7.37,969892,123704,6.43,-,0,40796,0股,14.62%,4723350.87,20.53%
2016-04-05,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4723350.87,19.97%
2016-04-05,股票,通源石油(300164.XSHE),多,135700股,0股,8.09,1097813,9499,8.02,-,0,9499,135700股,0.87%,4723350.87,23.24%
2016-04-05,,Cash,,,,,-2248.13,,,,,,,,0
2016-04-06,股票,高盟新材(300200.XSHE),多,57500股,57500股,14.39,827425,-173075,17.4,-,0,5750,0股,-17.3%,4747065.87,17.43%
2016-04-06,股票,弘业股份(600128.XSHG),多,66000股,66000股,13.5,891000,87120,12.18,-,0,-1980,0股,10.84%,4747065.87,18.77%
2016-04-06,股票,京能置业(600791.XSHG),多,131600股,131600股,7.47,983052,136864,6.43,-,0,13160,0股,16.17%,4747065.87,20.71%
2016-04-06,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4747065.87,19.87%
2016-04-06,股票,通源石油(300164.XSHE),多,135700股,135700股,8.14,1104598,16284,8.02,-,0,6785,0股,1.5%,4747065.87,23.27%
2016-04-06,,Cash,,,,,-2248.13,,,,,,,,0
2016-04-07,股票,高盟新材(300200.XSHE),多,57500股,57500股,14,805000,-195500,17.4,-,0,-22425,0股,-19.54%,4640410.87,17.35%
2016-04-07,股票,弘业股份(600128.XSHG),多,66000股,66000股,13.05,861300,57420,12.18,-,0,-29700,0股,7.14%,4640410.87,18.56%
2016-04-07,股票,京能置业(600791.XSHG),多,131600股,131600股,7.2,947520,101332,6.43,-,0,-35532,0股,11.98%,4640410.87,20.42%
2016-04-07,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4640410.87,20.33%
2016-04-07,股票,通源石油(300164.XSHE),多,135700股,135700股,8,1085600,-2714,8.02,-,0,-18998,0股,-0.25%,4640410.87,23.39%
2016-04-07,,Cash,,,,,-2248.13,,,,,,,,0
2016-04-08,股票,高盟新材(300200.XSHE),多,57500股,57500股,13.94,801550,-198950,17.4,-,0,-3450,0股,-19.89%,4596177.87,17.44%
2016-04-08,股票,弘业股份(600128.XSHG),多,66000股,66000股,12.9,851400,47520,12.18,-,0,-9900,0股,5.91%,4596177.87,18.52%
2016-04-08,股票,京能置业(600791.XSHG),多,131600股,131600股,7.12,936992,90804,6.43,-,0,-10528,0股,10.73%,4596177.87,20.39%
2016-04-08,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4596177.87,20.52%
2016-04-08,股票,通源石油(300164.XSHE),多,135700股,135700股,7.85,1065245,-23069,8.02,-,0,-20355,0股,-2.12%,4596177.87,23.18%
2016-04-08,,Cash,,,,,-2248.13,,,,,,,,0
2016-04-11,股票,高盟新材(300200.XSHE),多,57500股,57500股,14.25,819375,-181125,17.4,-,0,17825,0股,-18.1%,4689069.87,17.47%
2016-04-11,股票,弘业股份(600128.XSHG),多,66000股,66000股,13.39,883740,79860,12.18,-,0,32340,0股,9.93%,4689069.87,18.85%
2016-04-11,股票,京能置业(600791.XSHG),多,131600股,131600股,7.29,959364,113176,6.43,-,0,22372,0股,13.37%,4689069.87,20.46%
2016-04-11,股票,兰州民百(600738.XSHG),多,111100股,111100股,8.49,943239,3333,8.46,-,0,0,0股,0.35%,4689069.87,20.12%
